"","LotFrontage","YearBuilt","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF","1stFlrSF","Neighborhood","School"
"1857",59,1942,4484,7,2007,108500,672,778,"SWISU","Middle"
"1858",50,1936,5220,1,2006,80000,830,879,"SWISU","Middle"
"1859",50,2004,5500,5,2006,157000,1073,1073,"SWISU","Middle"
"1860",60,1915,9900,2,2010,100000,1212,1212,"SWISU","Middle"
"1861",65,1940,6001,3,2010,95000,600,600,"SWISU","Middle"
"1862",NA,1907,6449,3,2010,93369,707,942,"SWISU",NA
"1863",54,1925,6629,7,2009,103600,672,697,"Edwards","Middle"
"1864",60,1934,9780,3,2009,63000,585,687,"Edwards","Middle"
"1865",62,1940,10106,9,2008,127500,644,808,"Edwards","Middle"
"1866",60,1910,6048,6,2010,114900,856,936,"SWISU","Middle"
"1867",NA,1963,11235,5,2008,148000,981,1075,"Sawyer","Sawyer"
"1868",75,1963,11235,10,2006,148000,1051,1382,"Sawyer","Sawyer"
"1869",75,1963,11235,3,2007,130000,925,999,"Sawyer","Sawyer"
"1870",75,1964,11235,11,2007,158450,1420,1452,"Sawyer","Sawyer"
"1871",62,1964,14299,7,2007,115400,1005,1005,"Sawyer","Sawyer"
"1872",54,1875,6342,5,2010,94000,780,780,"Sawyer","Sawyer"
"1873",61,1961,7943,4,2007,118500,1029,1029,"Sawyer","Sawyer"
"1874",70,1963,12886,10,2009,175000,520,1464,"Sawyer","Sawyer"
"1875",72,1967,10773,5,2010,136000,1832,1832,"Sawyer","Sawyer"
"1876",72,1968,10778,4,2010,136500,1768,1768,"Sawyer","Sawyer"
"1877",72,1967,10791,10,2006,90000,0,1296,"Sawyer","Sawyer"
"1878",70,1963,8414,2,2006,154500,1059,1068,"Sawyer","Sawyer"
"1879",80,1963,8816,6,2009,139000,1121,1121,"Sawyer","Sawyer"
"1880",65,1964,14149,5,2007,165000,980,1020,"Sawyer","Sawyer"
"1881",75,1965,11625,4,2010,131500,1039,1039,"Sawyer","Sawyer"
"1882",70,1965,11200,2,2008,129500,1040,1040,"Sawyer","Sawyer"
"1883",80,1978,13014,12,2008,157500,1008,1096,"Sawyer","Sawyer"
"1884",70,1978,11184,7,2009,172500,918,918,"Sawyer","Sawyer"
"1885",NA,1957,11341,5,2010,121500,1392,1392,"Sawyer","Sawyer"
"1886",75,1967,11625,4,2009,113500,1052,1052,"Sawyer","Sawyer"
"1887",NA,1966,11677,2,2007,123000,1040,1040,"Sawyer","Sawyer"
"1888",NA,1967,11327,6,2006,153600,1064,1064,"Sawyer","Sawyer"
"1889",96,1966,11777,5,2006,164500,1164,1320,"Sawyer","Sawyer"
"1890",80,1964,10366,7,2006,132000,912,934,"Sawyer","Sawyer"
"1891",70,1966,8400,5,2007,129000,814,913,"Sawyer","Sawyer"
"1892",NA,1966,7162,12,2008,109900,876,904,"Sawyer","Sawyer"
"1893",99,1966,7094,5,2007,125000,894,894,"Sawyer","Sawyer"
"1894",68,1967,10265,7,2008,145000,992,992,"Sawyer","Sawyer"
"1895",NA,1968,8978,5,2007,108000,948,948,"Sawyer","Sawyer"
"1896",57,1967,9764,5,2008,130000,894,894,"Sawyer","Sawyer"
"1897",70,1967,8521,5,2010,125000,912,912,"Sawyer","Sawyer"
"1898",70,1971,8425,5,2007,119900,768,868,"Sawyer","Sawyer"
"1899",75,1966,9000,6,2006,142500,1059,1059,"Sawyer","Sawyer"
"1900",86,1968,8665,1,2007,115000,876,897,"Sawyer","Sawyer"
"1901",NA,1968,8246,5,2010,154000,1060,1060,"Sawyer","Sawyer"
"1902",NA,1967,8398,6,2007,134500,943,943,"Sawyer","Sawyer"
"1903",65,1967,7800,6,2009,130000,864,899,"Sawyer","Sawyer"
"1904",65,1966,7800,6,2010,137900,864,892,"Sawyer","Sawyer"
"1905",66,1966,7742,1,2007,127000,955,955,"Sawyer","Sawyer"
"1906",80,1969,9364,3,2010,158000,663,663,"Sawyer","Sawyer"
"1907",109,1968,8724,5,2007,129000,894,894,"Sawyer","Sawyer"
"1908",65,1968,7832,5,2010,137250,864,864,"Sawyer","Sawyer"
"1909",NA,1968,11553,7,2006,158000,1051,1159,"Sawyer","Sawyer"
"1910",74,1978,7844,3,2006,149500,672,672,"Sawyer","Sawyer"
"1911",NA,1978,7424,5,2010,160250,1319,1373,"Sawyer","Sawyer"
"1912",71,1977,8197,4,2007,143500,660,1285,"Sawyer","Sawyer"
"1913",NA,1967,9535,7,2006,165000,1176,1458,"Sawyer","Sawyer"
"1914",78,1968,10335,7,2006,180000,1461,1721,"Sawyer","Sawyer"
"1915",86,1968,11227,3,2010,163000,720,720,"Sawyer","Sawyer"
"1916",NA,1978,7703,5,2008,153000,450,1034,"Sawyer","Sawyer"
"1917",NA,1978,7176,7,2006,160500,960,1040,"Sawyer","Sawyer"
"1918",NA,1978,8014,6,2009,149900,456,1034,"Sawyer","Sawyer"
"1919",NA,1978,11616,4,2010,158900,672,672,"Sawyer","Sawyer"
"1920",NA,1967,9981,3,2008,120000,1073,1073,"Sawyer","Sawyer"
"1921",NA,1977,9662,8,2006,156500,1967,1967,"Sawyer","Sawyer"
"1922",75,1977,8235,5,2006,157000,1949,1949,"Sawyer","Sawyer"
"1923",NA,1984,7400,3,2008,152000,1060,1126,"Sawyer","Sawyer"
"1924",NA,1982,7252,4,2009,134900,858,858,"Sawyer","Sawyer"
"1925",74,1982,8740,7,2009,137000,840,860,"Sawyer","Sawyer"
"1926",80,1996,14000,4,2010,328000,1306,1306,"ClearCr","Sawyer"
"1927",NA,1977,20062,4,2010,270000,1420,1483,"ClearCr","Sawyer"
"1928",NA,1966,8169,7,2007,129000,912,912,"Sawyer","Sawyer"
"1929",60,1969,12900,1,2008,108959,1198,1258,"Sawyer","Sawyer"
"1930",60,1920,12900,1,2008,95541,1300,1140,"Sawyer","Sawyer"
"1931",NA,1959,9000,7,2008,80000,1006,1006,"Sawyer","Sawyer"
"1932",NA,1962,11616,9,2009,139000,1092,1092,"Sawyer","Sawyer"
"1933",88,1961,15400,7,2009,165000,552,904,"Sawyer","Sawyer"
"1934",NA,1958,13650,7,2006,172500,1052,1252,"Sawyer","Sawyer"
"1935",88,1957,13125,1,2006,155000,1134,1803,"Sawyer","Sawyer"
"1936",102,1955,17920,7,2006,170000,1763,1779,"Sawyer","Sawyer"
"1937",88,1960,15312,3,2009,148000,1138,1138,"Sawyer","Sawyer"
"1938",NA,1924,17529,4,2006,105000,872,872,"Sawyer","Sawyer"
"1939",NA,1965,10246,5,2006,145000,648,960,"Sawyer","Sawyer"
"1940",NA,1966,8544,6,2008,149350,1228,1228,"Sawyer","Sawyer"
"1941",94,1963,9239,5,2008,144900,960,960,"Sawyer","Sawyer"
"1942",94,1927,9259,6,2010,85000,660,756,"Sawyer","Sawyer"
"1943",81,1956,14175,12,2007,187000,1240,1375,"Sawyer","Sawyer"
"1944",NA,1956,14175,11,2006,168000,1188,1437,"Sawyer","Sawyer"
"1945",88,1956,14175,6,2008,185000,988,1188,"Sawyer","Sawyer"
"1946",NA,1954,13284,6,2008,165000,1383,1383,"Sawyer","Sawyer"
"1947",60,1950,9600,2,2010,128000,1067,1067,"Sawyer","Sawyer"
"1948",NA,1967,20355,6,2006,278000,1865,1830,"ClearCr","Sawyer"
"1949",87,1963,13050,4,2006,164000,1000,1000,"ClearCr","Sawyer"
"1950",NA,1960,13500,3,2008,235000,1602,1252,"ClearCr","Sawyer"
"1951",99,1920,16779,5,2007,158000,671,1567,"Sawyer","Sawyer"
"1952",85,1958,13825,12,2008,140000,533,1021,"Sawyer","Sawyer"
"1953",81,1953,15593,7,2006,225000,1304,1304,"ClearCr","Sawyer"
"1954",NA,1956,15584,10,2009,165000,825,2071,"ClearCr","Sawyer"
"1955",60,1940,10200,8,2008,108000,672,672,"Sawyer","Sawyer"
"1956",NA,1918,25339,8,2007,112000,816,1416,"Sawyer","Sawyer"
"1957",70,1940,6960,7,2007,165250,680,798,"Sawyer","Sawyer"
"1958",NA,1960,10532,12,2008,145000,988,1721,"ClearCr","Sawyer"
"1959",91,1954,11375,10,2007,150000,967,1299,"Sawyer","Sawyer"
"1960",85,1958,13770,10,2007,137000,1158,1176,"Sawyer","Sawyer"
"1961",63,1941,8375,6,2008,152400,576,864,"Sawyer","Sawyer"
"1962",NA,1945,9000,5,2007,89500,0,998,"Sawyer","Sawyer"
"1963",NA,1947,9000,6,2009,63900,0,660,"Sawyer","Sawyer"
"1964",NA,1957,11250,11,2009,161500,1104,1104,"ClearCr","Sawyer"
"1965",72,1971,10820,6,2006,130000,782,810,"Sawyer","Sawyer"
"1966",NA,1970,10200,6,2008,144000,864,904,"Sawyer","Sawyer"
"1967",100,1974,13350,6,2006,142500,864,894,"Sawyer","Sawyer"
"1968",NA,1971,115149,6,2007,302000,1643,1824,"ClearCr","Sawyer"
"1969",65,1968,25095,6,2009,143000,1437,1473,"ClearCr","Sawyer"
"1970",NA,1979,23595,4,2010,260000,1332,1332,"ClearCr","Sawyer"
"1971",NA,1980,1700,4,2006,148400,430,880,"ClearCr","Sawyer"
"1972",NA,1996,2887,11,2008,173000,1291,1291,"ClearCr","Sawyer"
"1973",NA,1986,5271,12,2006,190000,1453,1453,"ClearCr","Sawyer"
"1974",NA,1984,11075,2,2007,182000,1190,1522,"ClearCr","Sawyer"
"1975",83,1977,10005,3,2008,192000,1160,1156,"ClearCr","Sawyer"
"1976",82,1979,20270,4,2008,245000,1524,1524,"ClearCr","Sawyer"
"1977",NA,1978,17082,5,2010,230000,1117,1117,"ClearCr","Sawyer"
"1978",97,1988,10029,9,2007,211000,1151,1164,"ClearCr","Sawyer"
"1979",NA,1948,17541,7,2007,216000,409,1325,"Edwards","Sawyer"
"1980",NA,1956,17140,4,2009,135000,1134,1229,"Edwards","Middle"
"1981",NA,1953,22692,3,2007,130000,1073,1630,"Edwards","Middle"
"1982",84,1946,17808,7,2007,109900,484,1242,"Edwards","Middle"
"1983",NA,1940,12342,3,2009,82500,861,861,"Edwards","Middle"
"1984",124,1938,18600,6,2010,124000,972,1052,"Edwards","Middle"
"1985",102,1954,12671,7,2007,255000,1288,2422,"ClearCr","Sawyer"
"1986",73,1954,39104,4,2008,241500,1385,1363,"ClearCr","Sawyer"
"1987",NA,1954,53227,3,2008,256000,1364,1663,"ClearCr","Sawyer"
"1988",NA,1955,10708,11,2009,190000,1617,1867,"ClearCr","Sawyer"
"1989",NA,1955,13680,6,2009,139600,0,1733,"Edwards","Sawyer"
"1990",NA,1954,15635,10,2009,122000,0,1383,"Edwards","Sawyer"
"1991",124,1959,11512,5,2008,177000,1019,1357,"Edwards","Sawyer"
"1992",75,1954,9375,6,2006,146000,967,1350,"Edwards","Sawyer"
"1993",62,1942,6488,3,2006,128000,799,799,"Edwards","Sawyer"
"1994",50,1948,5190,1,2008,125600,570,617,"Edwards","Sawyer"
"1995",85,1953,10452,6,2008,155000,1094,1094,"Edwards","Sawyer"
"1996",75,1908,45600,9,2008,240000,907,1307,"ClearCr","Sawyer"
"1997",84,1950,12615,6,2007,243000,1202,2158,"Edwards","Sawyer"
"1998",85,1940,19550,1,2008,260000,1580,1518,"Edwards","Sawyer"
"1999",85,1920,10625,5,2010,83000,458,835,"Edwards","Sawyer"
"2000",78,1948,7800,8,2006,225000,896,1112,"Edwards","Middle"
"2001",NA,1966,19690,8,2006,274970,697,1575,"Edwards","Middle"
"2002",65,1950,11479,6,2010,144500,663,1074,"Edwards","Middle"
"2003",114,1928,19950,12,2006,235000,672,1337,"Edwards","Sawyer"
"2004",60,1935,19800,12,2006,415000,1836,1836,"Edwards","Sawyer"
"2005",66,1918,21780,7,2008,185000,1163,1163,"Edwards","Sawyer"
"2006",120,1935,13728,7,2008,235000,1127,1236,"Edwards","Sawyer"
"2007",78,1962,11679,5,2006,182000,1776,1560,"Edwards","Middle"
"2008",73,1956,9855,11,2009,127500,1436,1689,"Edwards","Middle"
"2009",80,1952,12048,4,2006,135000,0,1488,"Edwards","Middle"
"2010",68,1956,9571,2,2009,121500,1073,1073,"Edwards","Middle"
"2011",68,1956,9571,6,2010,129000,1144,1144,"Edwards","Middle"
"2012",68,1956,9571,7,2008,159900,1509,1509,"Edwards","Middle"
"2013",68,1958,9571,6,2009,60000,1276,1276,"Edwards","Middle"
"2014",70,1954,10512,5,2007,154000,988,988,"Edwards","Middle"
"2015",70,1955,10519,3,2006,137000,1057,1057,"Edwards","Middle"
"2016",50,1946,9350,7,2009,154400,747,892,"Edwards","Middle"
"2017",50,1941,9340,8,2009,113000,672,672,"Edwards","Middle"
"2018",50,1975,9350,4,2008,99600,864,864,"Edwards","Middle"
"2019",50,1947,9350,6,2010,127000,756,1169,"Edwards","Middle"
"2020",50,1962,9360,11,2008,134500,621,621,"Edwards","Middle"
"2021",75,1954,9525,10,2006,136900,994,1216,"Edwards","Middle"
"2022",75,1953,9525,7,2006,149900,1000,1068,"Edwards","Middle"
"2023",75,1954,9525,6,2010,128000,1172,1172,"Edwards","Middle"
"2024",83,2009,10420,3,2010,186000,1212,1212,"Edwards","Middle"
"2025",44,2009,17485,1,2010,308030,1508,1508,"Edwards","Middle"
"2026",57,1952,6420,9,2006,123500,980,1148,"Edwards","Middle"
"2027",62,1954,7440,9,2009,125000,1089,1089,"Edwards","Middle"
"2028",60,1958,5400,5,2007,118000,864,864,"SWISU","Middle"
"2029",NA,1957,11500,1,2009,84000,0,845,"Edwards","Middle"
"2030",NA,1964,11200,6,2010,114000,1250,1298,"Edwards","Middle"
"2031",NA,1958,11515,8,2007,80000,0,943,"Edwards","Middle"
"2032",50,1900,8405,4,2008,119000,861,961,"Edwards","Middle"
"2033",42,1977,7711,8,2007,150000,1440,1440,"Edwards","Middle"
"2034",58,1920,9098,7,2007,86000,528,605,"Edwards","Middle"
"2035",39,1984,3869,7,2007,130000,1038,1038,"Edwards","Middle"
"2036",42,1984,4235,2,2009,139500,1049,1049,"Edwards","Middle"
"2037",77,1954,8335,4,2006,93000,0,1124,"Edwards","Middle"
"2038",70,1910,7000,1,2008,107500,1117,820,"Edwards","Middle"
"2039",60,1949,11409,1,2009,131000,768,1148,"Edwards","Middle"
"2040",58,1951,9280,4,2007,125000,1342,1342,"Edwards","Middle"
"2041",60,1946,11100,4,2010,84900,0,930,"Edwards","Middle"
"2042",60,1951,11100,7,2007,136500,1080,1080,"Edwards","Middle"
"2043",68,1950,10880,8,2008,125000,1164,1164,"Edwards","Middle"
"2044",60,1939,9060,10,2009,105000,560,698,"Edwards","Middle"
"2045",50,1920,7550,3,2007,96000,951,986,"Edwards","Middle"
"2046",60,1924,9600,4,2008,79000,572,572,"Edwards","Middle"
"2047",50,1948,7585,8,2006,91500,810,1002,"Edwards","Middle"
"2048",60,1957,9060,6,2007,120000,0,1340,"Edwards","Middle"
"2049",60,1940,9084,10,2009,108000,755,755,"Edwards","Middle"
"2050",60,1941,9084,3,2008,95000,616,616,"Edwards","Middle"
"2051",104,1984,23920,4,2007,228500,1105,1105,"SawyerW","Sawyer"
"2052",74,1990,10778,7,2009,162000,1054,1061,"SawyerW","Sawyer"
"2053",114,1990,10357,5,2007,179900,910,1442,"SawyerW","Sawyer"
"2054",116,1990,13474,6,2007,225000,700,1122,"SawyerW","Sawyer"
"2055",77,1985,9206,6,2010,178000,741,977,"SawyerW","Sawyer"
"2056",66,1983,19255,9,2009,156500,520,1338,"SawyerW","Sawyer"
"2057",83,1987,11980,6,2010,270000,1433,1433,"SawyerW","Sawyer"
"2058",79,1983,12327,9,2009,316600,1496,1496,"SawyerW","Sawyer"
"2059",86,1986,10380,8,2007,301000,1502,1553,"SawyerW","Sawyer"
"2060",NA,1985,11200,5,2006,180000,1298,1298,"SawyerW","Sawyer"
"2061",90,1990,14684,6,2009,271900,2158,2196,"SawyerW","Sawyer"
"2062",103,1991,13125,11,2007,238000,1104,912,"SawyerW","Sawyer"
"2063",82,1989,11287,1,2007,228500,807,1175,"SawyerW","Sawyer"
"2064",86,1990,11839,5,2008,262280,1475,1532,"SawyerW","Sawyer"
"2065",88,1989,12128,11,2006,209000,868,1313,"SawyerW","Sawyer"
"2066",87,1993,12361,5,2010,218000,946,964,"SawyerW","Sawyer"
"2067",NA,1995,9771,6,2008,260000,1077,1093,"SawyerW","Sawyer"
"2068",75,1994,9317,7,2007,220000,779,1029,"SawyerW","Sawyer"
"2069",75,1993,9317,7,2009,213000,740,1006,"SawyerW","Sawyer"
"2070",85,1993,10560,8,2009,239900,1079,1079,"SawyerW","Sawyer"
"2071",80,1993,9938,6,2010,236000,1050,1062,"SawyerW","Sawyer"
"2072",80,1994,9938,4,2008,226500,1602,1626,"SawyerW","Sawyer"
"2073",NA,1993,14171,12,2008,225000,812,1101,"SawyerW","Sawyer"
"2074",80,1993,9554,9,2006,215000,777,1065,"SawyerW","Sawyer"
"2075",80,1995,9828,6,2009,239500,1128,1142,"SawyerW","Sawyer"
"2076",85,1996,10541,2,2008,229000,672,1302,"SawyerW","Sawyer"
"2077",73,1993,9069,4,2006,224500,1344,1440,"SawyerW","Sawyer"
"2078",73,1992,9069,4,2010,147000,936,996,"SawyerW","Sawyer"
"2079",120,1880,26400,6,2009,131000,0,1288,"SawyerW","Sawyer"
"2080",64,1979,7018,6,2009,118964,0,1535,"SawyerW","Sawyer"
"2081",64,1979,7018,6,2009,153337,1086,1224,"SawyerW","Sawyer"
"2082",64,1979,7018,6,2009,147983,0,1114,"SawyerW","Sawyer"
"2083",64,1979,7018,6,2009,118858,0,1535,"SawyerW","Sawyer"
"2084",64,1979,7018,6,2009,118858,0,1535,"SawyerW","Sawyer"
"2085",64,1979,7018,6,2009,142953,0,1120,"SawyerW","Sawyer"
"2086",64,1979,7040,6,2009,148325,1094,1229,"SawyerW","Sawyer"
"2087",64,1979,7007,6,2009,113722,0,1513,"SawyerW","Sawyer"
"2088",NA,2000,11855,10,2009,269500,1168,1168,"SawyerW","Sawyer"
"2089",NA,2000,7939,10,2009,269500,1168,1168,"SawyerW","Sawyer"
"2090",NA,2000,7976,10,2009,269500,1168,1168,"SawyerW","Sawyer"
"2091",77,2007,9965,10,2007,383970,1264,1282,"CollgCr","Edwards"
"2092",77,2006,9965,4,2007,424870,1466,1466,"CollgCr","Edwards"
"2093",84,2009,10933,7,2009,323262,1555,1680,"CollgCr","Edwards"
"2094",79,2007,10637,9,2009,297000,1705,1718,"CollgCr","Edwards"
"2095",61,2008,10226,1,2009,295493,1622,1630,"CollgCr","Edwards"
"2096",65,2008,10816,11,2009,332000,1720,1720,"CollgCr","Edwards"
"2097",64,2008,10475,2,2010,245350,1694,1694,"CollgCr","Edwards"
"2098",71,2008,9178,6,2009,239900,1468,1468,"CollgCr","Edwards"
"2099",71,2007,9178,9,2007,250000,1643,1651,"CollgCr","Edwards"
"2100",93,2006,10481,6,2007,360000,2140,2140,"CollgCr","Edwards"
"2101",91,2006,10652,8,2007,279500,1494,1494,"CollgCr","Edwards"
"2102",65,2007,10616,3,2008,177439,628,628,"CollgCr","Edwards"
"2103",103,2007,11175,10,2007,200141,1316,1316,"CollgCr","Edwards"
"2104",65,2007,9345,5,2008,248500,1615,1615,"CollgCr","Edwards"
"2105",66,2007,10235,9,2007,246500,1643,1651,"CollgCr","Edwards"
"2106",68,2007,10769,4,2009,212000,866,866,"CollgCr","Edwards"
"2107",77,2007,11422,4,2009,272500,1838,1838,"CollgCr","Edwards"
"2108",69,2007,9588,11,2007,276000,1482,1482,"CollgCr","Edwards"
"2109",122,2007,11923,5,2009,239000,1800,1800,"CollgCr","Edwards"
"2110",133,2005,11003,7,2006,229800,1308,1308,"CollgCr","Edwards"
"2111",68,2005,8814,1,2007,203000,1274,1274,"CollgCr","Edwards"
"2112",68,2006,8814,3,2009,220000,1604,1604,"CollgCr","Edwards"
"2113",85,2006,11103,7,2007,155835,728,728,"CollgCr","Edwards"
"2114",64,2005,7488,2,2006,183600,1208,1208,"CollgCr","Edwards"
"2115",74,2006,8556,5,2007,194000,1240,1240,"CollgCr","Edwards"
"2116",64,2006,7406,7,2006,194000,1199,1220,"CollgCr","Edwards"
"2117",64,2006,6762,7,2006,193879,1286,1294,"CollgCr","Edwards"
"2118",64,2006,6762,2,2010,206000,1187,1208,"CollgCr","Edwards"
"2119",64,2007,6762,9,2007,195400,1208,1208,"CollgCr","Edwards"
"2120",64,2007,6762,5,2009,200000,1282,1290,"CollgCr","Edwards"
"2121",95,2008,10324,3,2009,221800,1254,1254,"CollgCr","Edwards"
"2122",75,2005,11750,6,2007,217000,1546,1546,"CollgCr","Edwards"
"2123",86,2005,11210,7,2006,221500,1614,1614,"CollgCr","Edwards"
"2124",73,2006,8990,4,2006,204900,1498,1498,"CollgCr","Edwards"
"2125",73,2006,8760,8,2006,239799,1391,1391,"CollgCr","Edwards"
"2126",73,2006,8760,6,2007,212999,1489,1500,"CollgCr","Edwards"
"2127",94,2009,10402,5,2010,198900,1226,1226,"CollgCr","Edwards"
"2128",64,2010,7360,3,2010,187000,1222,1222,"CollgCr","Edwards"
"2129",64,2007,7314,2,2009,194500,1232,1232,"CollgCr","Edwards"
"2130",64,2005,7242,7,2007,175900,1270,1270,"CollgCr","Edwards"
"2131",90,2006,13377,7,2006,233555,1836,1846,"CollgCr","Edwards"
"2132",78,2005,11645,1,2006,260000,1734,1734,"CollgCr","Edwards"
"2133",78,2005,11645,3,2009,237000,1498,1498,"CollgCr","Edwards"
"2134",78,2005,11645,8,2006,294900,1570,1590,"CollgCr","Edwards"
"2135",79,2005,11646,7,2009,173000,704,704,"CollgCr","Edwards"
"2136",91,2005,10984,5,2006,209700,945,945,"CollgCr","Edwards"
"2137",78,2005,9316,10,2007,191000,879,879,"CollgCr","Edwards"
"2138",78,2005,9316,3,2006,225000,1614,1614,"CollgCr","Edwards"
"2139",78,2006,9317,3,2007,176432,1314,1314,"CollgCr","Edwards"
"2140",78,2005,9316,6,2006,181000,784,784,"CollgCr","Edwards"
"2141",NA,1989,12800,8,2009,275000,1518,1644,"SawyerW","Sawyer"
"2142",NA,1988,14364,4,2007,277000,1157,1180,"SawyerW","Sawyer"
"2143",90,1990,12376,5,2010,320000,1673,1699,"SawyerW","Sawyer"
"2144",NA,1988,8883,5,2007,207000,929,946,"SawyerW","Sawyer"
"2145",91,2008,11778,6,2008,475000,2271,2276,"CollgCr","Sawyer"
"2146",91,2008,11778,12,2008,395039,1751,1766,"CollgCr","Sawyer"
"2147",80,1992,10041,2,2006,220000,908,927,"SawyerW","Sawyer"
"2148",59,1993,11228,12,2008,228000,1080,1080,"SawyerW","Sawyer"
"2149",NA,1995,11454,2,2008,225000,1401,1511,"SawyerW","Sawyer"
"2150",82,1900,14235,3,2010,138500,676,831,"SawyerW","Sawyer"
"2151",NA,1958,159000,6,2007,277000,1444,1444,"ClearCr","Sawyer"
"2152",NA,1964,36500,6,2006,190000,1624,1582,"ClearCr","Sawyer"
"2153",NA,1992,53107,6,2007,240000,1580,1079,"ClearCr","Sawyer"
"2154",NA,1992,16698,6,2009,233500,1449,944,"ClearCr","Sawyer"
"2155",NA,1969,21453,10,2006,180000,938,988,"ClearCr","Sawyer"
"2156",NA,1967,28698,6,2009,185000,1013,1160,"ClearCr","Sawyer"
"2157",NA,1966,11500,3,2008,195000,1182,1643,"ClearCr","Edwards"
"2158",NA,1966,12205,7,2007,187500,832,976,"ClearCr","Edwards"
"2159",155,1976,20064,5,2007,279000,966,1743,"ClearCr","Edwards"
"2160",62,1975,70761,12,2006,280000,1533,1533,"ClearCr","Edwards"
"2161",79,1997,12798,5,2008,200000,616,616,"ClearCr","Sawyer"
"2162",80,1968,12000,7,2006,158900,1388,1388,"ClearCr","Sawyer"
"2163",80,1971,8816,6,2010,155000,1010,1052,"ClearCr","Edwards"
"2164",57,1996,8846,7,2006,148000,870,914,"CollgCr","Edwards"
"2165",NA,1994,14217,8,2007,139500,1022,1022,"CollgCr","Edwards"
"2166",95,1996,13015,6,2006,145000,1100,1100,"CollgCr","Edwards"
"2167",82,1996,11105,7,2010,159000,870,965,"CollgCr","Edwards"
"2168",65,1994,8775,4,2007,126000,990,990,"CollgCr","Edwards"
"2169",82,1996,12464,11,2009,152000,1040,1040,"CollgCr","Edwards"
"2170",65,1994,9750,8,2008,155000,990,990,"CollgCr","Edwards"
"2171",65,1994,9757,10,2009,143000,990,990,"CollgCr","Edwards"
"2172",105,1995,11249,8,2007,177500,1200,1200,"CollgCr","Edwards"
"2173",65,1997,15426,8,2009,231500,928,928,"CollgCr","Edwards"
"2174",65,1995,12438,8,2006,187000,781,795,"CollgCr","Edwards"
"2175",57,1997,10021,5,2007,175000,635,646,"CollgCr","Edwards"
"2176",NA,1998,8685,5,2006,193000,1425,1425,"CollgCr","Edwards"
"2177",43,1996,10667,4,2009,212000,799,827,"CollgCr","Edwards"
"2178",NA,1998,9531,5,2007,211000,794,882,"CollgCr","Edwards"
"2179",65,1998,14753,12,2009,207000,1463,1463,"CollgCr","Edwards"
"2180",75,1995,9525,6,2008,144000,1099,1099,"CollgCr","Edwards"
"2181",112,1994,10859,6,2009,145000,1097,1097,"CollgCr","Edwards"
"2182",60,1994,8428,7,2007,146000,990,990,"CollgCr","Edwards"
"2183",70,1996,16561,7,2007,147900,1097,1097,"CollgCr","Edwards"
"2184",60,1994,8072,5,2009,138000,990,990,"CollgCr","Edwards"
"2185",60,1994,8070,8,2007,123600,990,990,"CollgCr","Edwards"
"2186",43,1995,13568,7,2006,156000,990,990,"CollgCr","Edwards"
"2187",57,1994,9245,2,2008,145000,990,990,"CollgCr","Edwards"
"2188",70,2000,9100,9,2006,235000,1525,1525,"CollgCr","Edwards"
"2189",79,1997,9236,7,2006,217000,1479,1494,"CollgCr","Edwards"
"2190",NA,1997,8696,5,2008,226001,1418,1418,"CollgCr","Edwards"
"2191",80,1998,10400,3,2009,197900,866,866,"CollgCr","Edwards"
"2192",NA,1997,13142,7,2008,215700,864,872,"CollgCr","Edwards"
"2193",69,1997,9337,5,2007,204750,824,905,"CollgCr","Edwards"
"2194",NA,1997,9337,4,2010,191000,878,892,"CollgCr","Edwards"
"2195",78,1999,10264,8,2006,214000,1588,1588,"CollgCr","Edwards"
"2196",78,1999,10335,6,2009,204000,1490,1501,"CollgCr","Edwards"
"2197",68,1999,9272,6,2006,196000,842,856,"CollgCr","Edwards"
"2198",68,1999,9017,9,2009,192000,1431,1431,"CollgCr","Edwards"
"2199",68,2000,8998,6,2008,207500,782,782,"CollgCr","Edwards"
"2200",68,1999,9179,6,2008,193000,873,882,"CollgCr","Edwards"
"2201",70,1998,8750,4,2009,200000,928,928,"CollgCr","Edwards"
"2202",70,1998,8750,6,2010,200500,804,804,"CollgCr","Edwards"
"2203",72,1999,13426,9,2006,217000,951,951,"CollgCr","Edwards"
"2204",57,1998,8924,7,2008,188000,880,880,"CollgCr","Edwards"
"2205",47,1999,10820,3,2007,235500,988,988,"CollgCr","Edwards"
